publication_title	print_identifier	online_identifier	date_first_issue_online	num_first_vol_online	num_first_issue_online	date_last_issue_online	num_last_vol_online	num_last_issue_online	title_url	first_author	title_id	embargo_info	coverage_depth	notes	publisher_name	publication_type	date_monograph_published_print	date_monograph_published_online	monograph_volume	monograph_edition	first_editor	parent_publication_title_id	preceding_publication_title_id	access_type	package_name	package_id	last_changed	access_start_date	access_end_date	medium	monograph_parent_collection_title	subject_area	status	listprice_eur	language	doi_identifier
A Field Guide to Cape Cod		9780300240931							https://www.degruyter.com/openurl?genre=book&isbn=9780300240931	Lynch	9780300240931		fulltext		Yale University Press	monograph	2019	2019						P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2023-02-07	2021-01-01		Book		Life Sciences, other	current	53,95	eng	10.12987/9780300240931
A Field Guide to Climate Anxiety		9780520974722							https://www.degruyter.com/openurl?genre=book&isbn=9780520974722	Ray	9780520974722		fulltext		University of California Press	monograph	2020	2020						P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2023-01-20	2021-01-01		Book		Ecology	current	91,95	eng	10.1525/9780520974722
A Field Guide to the Ants of New England		9780300188905							https://www.degruyter.com/openurl?genre=book&isbn=9780300188905	Ellison	9780300188905		fulltext		Yale University Press	monograph	2012	2012						P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2022-06-01	2021-01-01		Book		Zoology	current	78,95	eng	10.12987/9780300188905
A Field Guide to the Mid-Atlantic Coast		9780300258592							https://www.degruyter.com/openurl?genre=book&isbn=9780300258592	Lynch	9780300258592		fulltext		Yale University Press	monograph	2021	2021						P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2023-02-07	2021-04-30		Book		General Interest	current	53,95	eng	10.12987/9780300258592
A Field Guide to the Southeast Coast and Gulf of Mexico		9780300178401							https://www.degruyter.com/openurl?genre=book&isbn=9780300178401	Proctor	9780300178401		fulltext		Yale University Press	monograph	2011	2002						P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2022-06-01	2021-01-01		Book		Life Sciences, other	current	48,95	eng	10.12987/9780300178401
A Field Guide to White Supremacy		9780520382534							https://www.degruyter.com/openurl?genre=book&isbn=9780520382534		9780520382534		fulltext		University of California Press	monograph	2021	2021			Belew			P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2023-01-20	2021-10-26		Book		Culture	current	443,95	eng	10.1525/9780520382534
A Financial Revolution in the Habsburg Netherlands		9780520336711							https://www.degruyter.com/openurl?genre=book&isbn=9780520336711	Tracy	9780520336711		fulltext		University of California Press	monograph	1985	1985		Reprint 2019				P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2022-11-21	2021-01-01		Book		General Interest	current	110,95	eng	10.1525/9780520336711
A Flora of Southern California		9780520338654							https://www.degruyter.com/openurl?genre=book&isbn=9780520338654	Munz	9780520338654		fulltext		University of California Press	monograph	1974	2020		Reprint 2020				P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2022-11-21	2021-01-01		Book		General Interest	current	163,95	eng	10.1525/9780520338654
A Flora of the Marshes of California		9780520310995							https://www.degruyter.com/openurl?genre=book&isbn=9780520310995	Mason	9780520310995		fulltext		University of California Press	monograph	1957	2020		Reprint 2020				P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2022-11-21	2021-01-01		Book		General Interest	current	163,95	eng	10.1525/9780520310995
A Flora of the Trinity Alps of Northern California		9780520319547							https://www.degruyter.com/openurl?genre=book&isbn=9780520319547	Ferlatte	9780520319547		fulltext		University of California Press	monograph	1974	2021		Reprint 2020				P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2022-11-21	2021-02-25		Book		General Interest	current	110,95	eng	10.1525/9780520319547
A Flora of the White Mountains, California and Nevada		9780520340305							https://www.degruyter.com/openurl?genre=book&isbn=9780520340305	Mitchell	9780520340305		fulltext		University of California Press	monograph	1973	1973		Reprint 2019				P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2022-11-21	2021-01-01		Book		General Interest	current	110,95	eng	10.1525/9780520340305
A Flowering Tree		9780520311459							https://www.degruyter.com/openurl?genre=book&isbn=9780520311459	Ramanujan	9780520311459		fulltext		University of California Press	monograph	1997	2020		Some of the tales in this book were published in earlier versions., Reprint 2020				P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2022-11-21	2021-01-01		Book		General Interest	current	110,95	eng	10.1525/9780520311459
A Foreign Policy for the Left		9780300231182							https://www.degruyter.com/openurl?genre=book&isbn=9780300231182	Walzer	9780300231182		fulltext		Yale University Press	monograph	2018	2018						P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2023-02-07	2021-01-01		Book		International Relations	current	58,95	eng	10.12987/9780300231182
A Fortress in Brooklyn		9780300258370							https://www.degruyter.com/openurl?genre=book&isbn=9780300258370	Deutsch	9780300258370		fulltext		Yale University Press	monograph	2021	2021						P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2023-02-07	2021-05-26		Book		General Jewish History	current	58,95	eng	10.12987/9780300258370
A Fourth-Century Daoist Family		9780520976030							https://www.degruyter.com/openurl?genre=book&isbn=9780520976030	Bokenkamp	9780520976030		fulltext		University of California Press	monograph	2020	2020						P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2023-01-20	2021-01-01		Book		Asia-Pacific	current	334,95	eng	10.1525/9780520976030
A Fragile Freedom		9780300145069							https://www.degruyter.com/openurl?genre=book&isbn=9780300145069	Dunbar	9780300145069		fulltext		Yale University Press	monograph	2008	2008						P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2022-06-01	2021-01-01		Book	Society and the Sexes in the Modern World	Global History	current	107,95	eng	10.12987/9780300145069
A Free Will		9780520948372							https://www.degruyter.com/openurl?genre=book&isbn=9780520948372		9780520948372		fulltext		University of California Press	monograph	2011	2011			Long			P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2023-01-07	2021-01-01		Book	Sather Classical Lectures	Ancient Philosophy	current	334,95	eng	10.1525/9780520948372
A Functional Biology of Sticklebacks		9780520335158							https://www.degruyter.com/openurl?genre=book&isbn=9780520335158	Laybourn-Parry	9780520335158		fulltext		University of California Press	monograph	1984	2020		Reprint 2020				P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2022-11-21	2021-01-01		Book	Functional Biology Series	General Interest	current	110,95	eng	10.1525/9780520335158
A Garland of Bones		9780300241112							https://www.degruyter.com/openurl?genre=book&isbn=9780300241112	Steinberg	9780300241112		fulltext		Yale University Press	monograph	2019	2019						P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2023-02-07	2021-01-01		Book	Yale Agrarian Studies Series	Sociology, other	current	127,95	eng	10.12987/9780300241112
A Garland of Feminist Reflections		9780520943667							https://www.degruyter.com/openurl?genre=book&isbn=9780520943667	Gross	9780520943667		fulltext		University of California Press	monograph	2009	2009						P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2023-01-20	2021-01-01		Book		Buddhism	current	334,95	eng	10.1525/9780520943667
A Garland of Forgotten Goddesses		9780520976214							https://www.degruyter.com/openurl?genre=book&isbn=9780520976214		9780520976214		fulltext		University of California Press	monograph	2020	2020			Slouber			P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2023-01-20	2021-01-01		Book		Hinduism	current	334,95	eng	10.1525/9780520976214
A Generation Divided		9780520922341							https://www.degruyter.com/openurl?genre=book&isbn=9780520922341	Klatch	9780520922341		fulltext		University of California Press	monograph	1999	1999		Reprint 2019				P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2022-11-21	2021-01-01		Book		General Interest	current	110,95	eng	10.1525/9780520922341
A Genius for Money		9780300184594							https://www.degruyter.com/openurl?genre=book&isbn=9780300184594	Dakers	9780300184594		fulltext		Yale University Press	monograph	2012	2012						P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2022-06-01	2021-01-01		Book		General Interest	current	88,95	eng	10.12987/9780300184594
A Geography of Digestion		9780520961180							https://www.degruyter.com/openurl?genre=book&isbn=9780520961180	Bauch	9780520961180		fulltext		University of California Press	monograph	2016	2016						P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2023-01-20	2021-01-01		Book	California Studies in Food and Culture	General Interest	current	334,95	eng	10.1525/9780520961180
A German Generation		9780300178043							https://www.degruyter.com/openurl?genre=book&isbn=9780300178043	Kohut	9780300178043		fulltext		Yale University Press	monograph	2012	2012						P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2022-06-01	2021-01-01		Book		General European History	current	88,95	eng	10.12987/9780300178043
A German Word Family Dictionary		9780520338005							https://www.degruyter.com/openurl?genre=book&isbn=9780520338005	Keller	9780520338005		fulltext		University of California Press	monograph	1978	1978		Reprint 2019				P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2022-11-21	2021-01-01		Book		General Interest	current	110,95	eng	10.1525/9780520338005
A Girl&#39;s Childhood		9780300210804							https://www.degruyter.com/openurl?genre=book&isbn=9780300210804		9780300210804		fulltext		Yale University Press	monograph	2014	2014						P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2023-02-07	2021-01-01		Book		Development Psychology	current	166,95	eng	10.12987/9780300210804
A Global History of Gold Rushes		9780520967588							https://www.degruyter.com/openurl?genre=book&isbn=9780520967588		9780520967588		fulltext		University of California Press	monograph	2018	2018			Mountford			P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2023-01-20	2021-01-01		Book	California World History Library	Global History	current	334,95	eng	10.1525/9780520967588
A Global History of Runaways		9780520973060							https://www.degruyter.com/openurl?genre=book&isbn=9780520973060		9780520973060		fulltext		University of California Press	monograph	2019	2019			Chakraborty			P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2023-01-07	2021-01-01		Book	California World History Library	Global History	current	373,95	eng	10.1525/9780520973060
A Global History of Sexual Science, 1880–1960		9780520966673							https://www.degruyter.com/openurl?genre=book&isbn=9780520966673		9780520966673		fulltext		University of California Press	monograph	2017	2017			Fuechtner			P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2023-01-20	2021-01-01		Book	California World History Library	Global History	current	334,95	eng	10.1525/9780520966673
A Global History of War		9780520959439							https://www.degruyter.com/openurl?genre=book&isbn=9780520959439	Chaliand	9780520959439		fulltext		University of California Press	monograph	2014	2014						P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2023-01-20	2021-01-01		Book		Miscellaneous	current	443,95	eng	10.1525/9780520959439
A Golden Weed		9780300206814							https://www.degruyter.com/openurl?genre=book&isbn=9780300206814	Swanson	9780300206814		fulltext		Yale University Press	monograph	2014	2014						P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2023-02-07	2021-01-01		Book	Yale Agrarian Studies Series	Ecology	current	88,95	eng	10.12987/9780300206814
A Good and Dignified Life		9780300264944							https://www.degruyter.com/openurl?genre=book&isbn=9780300264944	Hermsen	9780300264944		fulltext		Yale University Press	monograph	2022	2022						P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2023-02-07	2022-08-11		Book	The Margellos World Republic of Letters	Political Philosophy and Social Philosophy	current	39,95	eng	10.12987/9780300264944
A Gothic Sermon		9780520930070							https://www.degruyter.com/openurl?genre=book&isbn=9780520930070	Murray	9780520930070		fulltext		University of California Press	monograph	2005	2004						P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2023-01-20	2021-01-01		Book		Medieval History	current	334,95	eng	10.1525/9780520930070
A Grammar of Motives		9780520341715							https://www.degruyter.com/openurl?genre=book&isbn=9780520341715	Burke	9780520341715		fulltext		University of California Press	monograph	1969	2020		Reprint 2020				P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2022-11-21	2021-01-01		Book		General Interest	current	123,95	eng	10.1525/9780520341715
A Grammar of the Film		9780520312067							https://www.degruyter.com/openurl?genre=book&isbn=9780520312067	Spottiswoode	9780520312067		fulltext		University of California Press	monograph	1950	2020		First Paper-bound Edition, Third printing), Reprint 2020				P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2022-11-21	2021-01-01		Book		General Interest	current	110,95	eng	10.1525/9780520312067
A Grammar of the Seneca Language		9780520961647							https://www.degruyter.com/openurl?genre=book&isbn=9780520961647	Chafe	9780520961647		fulltext		University of California Press	monograph	2015	2015						P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2023-01-20	2021-01-01		Book	UC Publications in Linguistics	Functional Theories of Grammar	current	258,95	eng	10.1525/9780520961647
A Great Leap Forward		9780300168754							https://www.degruyter.com/openurl?genre=book&isbn=9780300168754	Field	9780300168754		fulltext		Yale University Press	monograph	2011	2011						P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2022-06-01	2021-01-01		Book	Yale Series in Economic and Financial History	History of Economics	current	93,95	eng	10.12987/9780300168754
A Greek Ballad		9780300249354							https://www.degruyter.com/openurl?genre=book&isbn=9780300249354		9780300249354		fulltext		Yale University Press	monograph	2019	2019						P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2023-02-07	2021-01-01		Book	The Margellos World Republic of Letters	Poetics 	current	74,95	eng	10.12987/9780300249354
A Greek State in Formation		9780520387256							https://www.degruyter.com/openurl?genre=book&isbn=9780520387256	Davis	9780520387256		fulltext		University of California Press	monograph	2022	2022						F	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2023-03-01	2022-05-03		Book	Sather Classical Lectures	Ancient History	current		eng	10.1515/9780520387256
A Guide to EU Environmental Law		9780520968059							https://www.degruyter.com/openurl?genre=book&isbn=9780520968059	Rowell	9780520968059		fulltext		University of California Press	monograph	2020	2020						P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2023-01-20	2021-01-01		Book		Law, other	current	443,95	eng	10.1525/9780520968059
A Guide to Ezra Pound’s Personæ (1926)		9780520310247							https://www.degruyter.com/openurl?genre=book&isbn=9780520310247	Ruthven	9780520310247		fulltext		University of California Press	monograph	1969	2020		Reprint 2020				P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2022-11-21	2021-01-01		Book		General Interest	current	110,95	eng	10.1525/9780520310247
A Guide to the Maximus Poems of Charles Olson		9780520318410							https://www.degruyter.com/openurl?genre=book&isbn=9780520318410	Butterick	9780520318410		fulltext		University of California Press	monograph	1978	2020		Reprint 2020				P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2022-11-21	2021-01-01		Book		General Interest	current	163,95	eng	10.1525/9780520318410
A Guide to U.S. Environmental Law		9780520968066							https://www.degruyter.com/openurl?genre=book&isbn=9780520968066	van Zeben	9780520968066		fulltext		University of California Press	monograph	2021	2021						P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2023-01-20	2021-03-02		Book		Law, other	current	443,95	eng	10.1525/9780520968066
A Guidebook to California Agriculture		9780520376076							https://www.degruyter.com/openurl?genre=book&isbn=9780520376076		9780520376076		fulltext		University of California Press	monograph	1983	2020		Reprint 2020	Foley Scheuring			P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2022-11-21	2021-01-01		Book		General Interest	current	110,95	eng	10.1525/9780520376076
A Half Century of Municipal Reform		9780520347915							https://www.degruyter.com/openurl?genre=book&isbn=9780520347915	Stewart	9780520347915		fulltext		University of California Press	monograph	1950	2020		Reprint 2020				P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2022-11-21	2021-01-01		Book		General Interest	current	110,95	eng	10.1525/9780520347915
A Half Century of Occupation		9780520966734							https://www.degruyter.com/openurl?genre=book&isbn=9780520966734	Shafir	9780520966734		fulltext		University of California Press	monograph	2017	2017						P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2023-01-09	2021-01-01		Book		Israel and Palestine	current	143,95	eng	10.1525/9780520966734
A Handbook of the Troubadours		9780520913004							https://www.degruyter.com/openurl?genre=book&isbn=9780520913004		9780520913004		fulltext		University of California Press	monograph	1995	1995		Reprint 2019	Davis			P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2022-11-21	2021-01-01		Book	Publications of the UCLA Center for Medieval and Renaissance Studies	General Interest	current	123,95	eng	10.1525/9780520913004
A Handlist of Rhetorical Terms		9780520912045							https://www.degruyter.com/openurl?genre=book&isbn=9780520912045	Lanham	9780520912045		fulltext		University of California Press	monograph	1991	2020		2nd ed., Reprint 2020				P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2022-11-21	2021-01-01		Book		General Interest	current	110,95	eng	10.1525/9780520912045
A Hidden History of Film Style		9780520959927							https://www.degruyter.com/openurl?genre=book&isbn=9780520959927	Beach	9780520959927		fulltext		University of California Press	monograph	2015	2015						P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2023-01-09	2021-01-01		Book		Film	current	334,95	eng	10.1525/9780520959927
A Historical Chrestomathy of the Russian Language		9780520347830							https://www.degruyter.com/openurl?genre=book&isbn=9780520347830		9780520347830		fulltext		University of California Press	monograph	1950	2020		Reprint 2020	Maslenikov			P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2022-11-21	2021-01-01		Book		General Interest	current	110,95	eng	10.1525/9780520347830
